id,Completed,Last page seen,Start language,0,Course type,Course name,1.1.1 [Other],1.1.2,1.1.2 [Other],Graduated,Start year,Finish year,1.4.1 [University 1] Name,1.4.1 [University 2] Name,1.4.1 [University 3] Name,Nationality,Other nationality,Second nationality,Age,Gender,2.1.4 [Housing],2.1.4 [Visa/Residence Permit],2.1.4 [Banking],2.1.4 [Language Courses],2.1.4 [Health/Insurance],2.1.4 [Recreation],2.1.4 [Issues related to your family and their relocation],2.1.4 [Estimation of living expenses],2.1.4 [Local Transportation],2.1.5 [Housing],2.1.5 [Visa/Residence Permit],2.1.5 [Banking],2.1.5 [Language Courses],2.1.5 [Health/Insurance],2.1.5 [Recreation],2.1.5 [Issues related to your family and their relocation],2.1.5 [Estimation of living expenses],2.1.5 [Local Transportation],2.1.6 [Housing],2.1.6 [Visa/Residence Permit],2.1.6 [Banking],2.1.6 [Language Courses],2.1.6 [Health/Insurance],2.1.6 [Recreation],2.1.6 [Issues related to your family and their relocation],2.1.6 [Estimation of living expenses],2.1.6 [Local Transportation],2.2.4 [Enrolling in classes ],2.2.4 [Performance Reqs.],2.2.4 [Standards of Behaviour],2.2.4 [Evaluation Methods and Timetable],2.2.4 [Course Content],2.2.4 [Fieldwork],2.2.5 [Enrolling in classes ],2.2.5 [Performance Reqs.],2.2.5 [Standards of Behaviour],2.2.5 [Evaluation Methods and Timetable],2.2.5 [Course Content],2.2.5 [Fieldwork],2.2.6 [Enrolling in classes ],2.2.6 [Performance Reqs.],2.2.6 [Standards of Behaviour],2.2.6 [Evaluation Methods and Timetable],2.2.6 [Course Content],2.2.6 [Fieldwork],2.3.1 [Faculty],2.3.1 [Course administrators],2.3.1 [University resources],2.3.1 [International Student Office],2.3.1 [Student Associations],2.3.1 [Other Students],2.3.2 [Faculty],2.3.2 [Course administrators],2.3.2 [University resources],2.3.2 [International Student Office],2.3.2 [Student Associations],2.3.2 [Other Students],2.3.3 [Faculty],2.3.3 [Course administrators],2.3.3 [University resources],2.3.3 [International Student Office],2.3.3 [Student Associations],2.3.3 [Other Students],2.5.1 [University 1],2.5.1 [University 2],2.5.1 [University 3],2.5.2. How could your orientation and integration experience (either professional or personal) have been improved in any way?,3.1 [I could approach my course coordinator with questions or problems related to my studies and mobility experience.],3.1 [My course coordinator referred me to appropriate university administrative resources as needed.],3.1 [I felt confident that my course coordinator would follow up on any unresolved administrative issues or questions after addressing these with him/her.],4.1.1. Formalized feedback system: All universities combined,4.1.2. Formalized feedback system: Consortium,4.2.1 [Quality of the courses provided  ],4.2.1 [Quality of the services offered],4.2.2 [Quality of the courses provided  ],4.2.2 [Quality of the services offered],4.2.3 [Quality of the courses provided  ],4.2.3 [Quality of the services offered],4.3. Describe course feedback channels,4.5. Procedure for raising issues with the entire consortium,4.6. Consortium implementing recommendaions given by students,4.6 - Comment,4.7. Recommendation to improve feedback channels,5.1.1 [Academic Support],5.1.1 [Administrative Support],5.1.2 [Academic Support],5.1.2 [Administrative Support],5.1.3 [Academic Support],5.1.3 [Administrative Support],5.2 [My lecturers provided me enough time for individual consultations.],5.2 [My lecturers were available by email and responded in a timely manner.],5.2 [My supervisor provided valuable advice during my thesis work.],5.2 [Standby professors were available for consultation if the lead supervisor was unavailable.],6.1. Awareness over te existance of EMA,6.2. Awareness over the possibility of each course to elect an EMA course representative,6.3. Most important issue to be addressed by course representative,7.1. Three most important aspects of student experience that could be improved,7.2. Additional comments and suggestions,8.1. Overall academic quality,8.2. Overall balance of course workload,8.3. Consistency of assessment,8.4. Quality of internship,8.5. Use of innovative technologies,8.6. Understanding the state of the art of your discipline,8.7. Balance of academic mobility path in relation to academic needs,9.1. Achievement beyond expectations,"9.2. Provision of certificates, transcripts etc",9.3. Enhancement of employment,9.4. Information about degree and certificates,9.5. Provision of soft skills,9.6. Provision of monthly allowance
3467,,9,en,03/02/1985,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF HAMBURG,UNIVERSITY OF BOLOGNA,UNIVERSITY OF AIX-MARSEILLE III PAUL CÉZANNE,,,,,,Very inadequate,Good,Inadequate,Adequate,Good,Adequate,,Inadequate,Good,Inadequate,Adequate,Inadequate,Adequate,Adequate,Inadequate,,Inadequate,Inadequate,Excellent,Good,Inadequate,Adequate,Adequate,Adequate,,Adequate,,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Inadequate,Inadequate,Inadequate,Adequate,Adequate,Adequate,Inadequate,Inadequate,Inadequate,Adequate,Adequate,Adequate,Inadequate,Inadequate,Inadequate,Excellent,Inadequate,Excellent,Not just to be just a formal orientation at the very beginning but also during the stay to have people who are willing to do their job properly and to be dedicated and help new students to better integrate in the education system in the country where they study and to better use all the facilities on the University during their stay in the foreign country (especially in the situation where your stay in particular country is limited for a shorter period of time for ex. 3 months),Neutral,Agree,Disagree,Somewhat (weak or unclear systems),,Somewhat,I am not sure,Somewhat,No,Somewhat,No,,As far as I know the only way for communication if there was some kind of problem was the coordinator and administrative stuff in charge on the University and ones in cahrge for running the programme,,,To build better system that is strong and clear and in charge people that are not connected with the programme and of course to educate students to use it because the quality of student's feedback should improve a lot of issues and it shouldn't be treated as a treat,Adequate,Adequate,Adequate,Inadequate,Adequate,Inadequate,Neutral,Agree,Disagree,Neutral,Yes,Yes,The actual open issues of the students (it depends on concrete University),,,,,,,,,,,,,,,
2266,1980-01-01 00:00:00,13,en,030189AIVE,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,UNIVERSITY OF HAMBURG,UNIVERSITY OF VIENNA,,,,,,Inadequate,Excellent,Good,Good,Good,Adequate,Good,Adequate,Adequate,Excellent,Good,Good,Excellent,Good,Adequate,Excellent,Excellent,Excellent,Good,Good,,Adequate,Adequate,Adequate,Good,Adequate,Adequate,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Good,Good,Excellent,Good,Good,Adequate,Adequate,Inadequate,Excellent,Excellent,Good,Adequate,Adequate,,Excellent,Excellent,Excellent,Adequate,Inadequate,Inadequate,Excellent,Good,Adequate,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,,Yes,,,Excellent,Excellent,Excellent,Excellent,Adequate,Adequate,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,,,,Good,Good,Good,Very inadequate,Good,Good,Good,Good,Good,Good,Good,Good,Good
388,1980-01-01 00:00:00,13,en,030488YIYA,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,GHENT UNIVERSITY,INDIRA GANDHI INSTITUTE OF DEVELOPMENT RESEARCH,,,,,,Adequate,Good,Inadequate,Good,Adequate,Inadequate,,Good,Adequate,Good,Good,,Adequate,Adequate,Adequate,,Good,Good,Adequate,Inadequate,Inadequate,Very inadequate,Good,Adequate,,Adequate,Inadequate,Adequate,Adequate,Adequate,Inadequate,Inadequate,Very inadequate,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Inadequate,Adequate,Good,Good,,Good,Good,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Very inadequate,Adequate,Very inadequate,Inadequate,Good,Very inadequate,Good,Adequate,"Include an orientation program for the first university; Provide more academic support resources such as how to write a thesis-proposal, how to write a policy-briefing, how to conduct academic research scientifically, etc.",Agree,Agree,Agree,Somewhat (weak or unclear systems),Somewhat (weak or unclear systems),Yes,Somewhat,Yes,Yes,Yes,No,Weak,put it in the facebook group,,,send evaluation letters periodically,Adequate,Good,Good,Good,Excellent,Inadequate,Agree,Agree,Strongly agree,Agree,No,No,,academic support activities; visa help (to India); financial aid,two greatest things: travelling to different countries to experience different cultures; making friends with people around the world;,Good,Good,Adequate,Very inadequate,Adequate,Adequate,Good,Adequate,Good,Adequate,Good,Good,Very inadequate
2374,1980-01-01 00:00:00,13,en,040586sagu,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,UNIVERSITY OF BOLOGNA,ERASMUS UNIVERSITY ROTTERDAM,,,,,,Adequate,,,Inadequate,,Adequate,,Adequate,Adequate,Adequate,,,Inadequate,,Adequate,,Adequate,Adequate,Inadequate,,,Very inadequate,,Adequate,,Adequate,Good,Adequate,,Inadequate,Good,Adequate,,Adequate,,Inadequate,Good,Adequate,,Excellent,Excellent,Excellent,Good,Excellent,,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,,Excellent,Good,Adequate,Adequate,Excellent,Inadequate,Inadequate,Excellent,"at uni 1=uni2 welcoming meeting with staff/professors/students, info material on university facilities",Neutral,Disagree,Disagree,"Some do, other do not",Yes,Yes,No,Yes,No,Yes,Somewhat,Adequate,Write an e-mail to the programme coordinator,,As the program lasts only one year I cannot judge whether our suggestions have been implemented.,Implementing the position of a student coordinator which is not a professor as a professor will probably always be engaged with other duites--my Uni 3 had a good system,Adequate,Inadequate,Adequate,Inadequate,Excellent,Good,Agree,Agree,Strongly agree,Neutral,No,No,,Facilities at Uni1=Uni2 (Library) Introductory Meeting at Uni1=Uni2,,Good,Good,Good,No answer,Adequate,Adequate,No answer,Good,Adequate,Adequate,Adequate,Adequate,No answer
3473,1980-01-01 00:00:00,13,en,04081986go,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF HAMBURG,GHENT UNIVERSITY,ERASMUS UNIVERSITY ROTTERDAM,,,,,,Good,Adequate,Adequate,Excellent,Excellent,Inadequate,,Excellent,Excellent,Good,,,,,,,,,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Good,Adequate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Good,Good,Good,,Agree,Agree,Agree,"Some do, other do not",Somewhat (weak or unclear systems),Yes,Yes,Yes,Yes,,,Adequate,Direct contact with the program coordinators,,,to establish a common network of discussion of the program content and ongoing course related problems of students,,Excellent,,Excellent,,,Agree,Strongly agree,,,Yes,Yes,The improvement of the approaches in teaching and academic contents of the programs.,Academic quality  Enrollment of students with different academic background,,Good,Good,Excellent,Excellent,Adequate,Good,Excellent,,,,Excellent,Adequate,Excellent
2849,1980-01-01 00:00:00,13,en,040986ENOR,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF HAMBURG,UNIVERSITY OF HAMBURG,INDIRA GANDHI INSTITUTE OF DEVELOPMENT RESEARCH,,,,,,Good,,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,,,,,,,,,,,,,,,,,,,Excellent,Good,Good,Excellent,Excellent,,,,,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Adequate,Adequate,,,,,,,,,,,,,Excellent,,,,Strongly agree,Strongly agree,Strongly agree,I am not sure,I am not sure,No,No,,,,,I am not sure,One might speak with the program coordinator.,,,,Excellent,Excellent,,,,,Agree,Strongly agree,,,Yes,No,,"Till August I have not received any letter from Rotterdam that confirmed that I have got a scholarship. That time I had to contact them and the stuff of the University of Hamburg has helped me to find out whether I am on the Erasmus Mundus scholarship holder. The whole process was very uncertain.  The latter might be caused as well by the long-lasting procedure as the European Commission decides about the scholarships only in June and July.  After the arrival the coordination of the scholarships was slowly and there was a lack of information which created a financial uncertainty. But this is not up to the Hamburg University, but up to the administration in Rotterdam.",,Excellent,Excellent,No answer,No answer,Good,Excellent,Excellent,,,,Excellent,Good,Adequate
3408,1980-01-01 00:00:00,13,en,050691YURA,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,UNIVERSITY OF BOLOGNA,ERASMUS UNIVERSITY ROTTERDAM,,,,,,Inadequate,Adequate,Adequate,Excellent,Adequate,Excellent,Good,Good,Good,Adequate,Adequate,,,,,,,,Adequate,Adequate,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,,,Excellent,Excellent,Adequate,Adequate,Adequate,Excellent,,,,,,,,,,,,,Excellent,,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,,,,,Very strong,,,,,Excellent,Excellent,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,,housing,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Excellent
3277,1980-01-01 00:00:00,13,en,051185AUWR,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF HAMBURG,UNIVERSITY OF HAMBURG,WARSAW SCHOOL OF ECONOMICS,,,,,,Excellent,,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,,,Excellent,,Excellent,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,In my opinion everything in ths field was excellent.,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,Such student may easily contact course's coordinator.,Yes,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,,Scholarhips provided to EMLE students should be payed out earlier or at least students should be precisely informed in advance about its amount to plan their expenses.,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Adequate
279,1980-01-01 00:00:00,13,en,051187igco,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF HAMBURG,UNIVERSITY OF BOLOGNA,UNIVERSITY OF AIX-MARSEILLE III PAUL CÉZANNE,,,,,,Good,Excellent,Excellent,Inadequate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Good,Excellent,Adequate,Adequate,Adequate,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Adequate,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,,Yes,,,Excellent,Good,Good,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,,,,Good,Excellent,Excellent,Inadequate,Good,Excellent,Excellent,Good,Inadequate,Adequate,Inadequate,Adequate,Adequate
1814,1980-01-01 00:00:00,13,en,051280MAJO,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,ERASMUS UNIVERSITY ROTTERDAM,,,,,,,Inadequate,Adequate,Adequate,Inadequate,Adequate,Very inadequate,,Good,Adequate,Very inadequate,Very inadequate,Very inadequate,Very inadequate,Very inadequate,Adequate,,Very inadequate,Very inadequate,,,,,,,,,,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,,,,,,,Adequate,Adequate,Inadequate,Good,Adequate,Good,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,,,,,,,Excellent,Inadequate,,,Strongly disagree,Neutral,Disagree,"Some do, other do not",Somewhat (weak or unclear systems),Yes,I am not sure,I am not sure,I am not sure,,,Weak,,,,,Inadequate,Good,Very inadequate,Very inadequate,,,Disagree,Disagree,Strongly disagree,Neutral,Yes,No,,thesis supervison  grading system  consultation and lecture schedule,,Good,Adequate,Inadequate,Inadequate,Adequate,No answer,Adequate,Good,Adequate,Good,Adequate,Inadequate,Adequate
2752,1980-01-01 00:00:00,13,en,060287LEDE,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,UNIVERSITY OF HAMBURG,GHENT UNIVERSITY,,,,,,Excellent,Good,,Excellent,Good,,,Inadequate,Adequate,Excellent,,,Excellent,Excellent,,,Adequate,Excellent,Excellent,Excellent,,Inadequate,,,,Adequate,Adequate,,Adequate,,Adequate,Adequate,,,Adequate,,Adequate,Adequate,,,Adequate,,Adequate,Adequate,,Good,Good,Good,Good,,Good,Adequate,Adequate,Good,Good,,Good,Good,Adequate,Good,Good,,Good,Adequate,Good,Good,,Neutral,Neutral,Agree,"Some do, other do not",No,Yes,Yes,Yes,I am not sure,I am not sure,I am not sure,Weak,,,,,,Good,,Adequate,,Excellent,Neutral,Neutral,Strongly agree,No answer,No,No,,,,Good,Good,Good,No answer,Adequate,Good,Excellent,Good,Good,Good,Adequate,Inadequate,No answer
2927,1980-01-01 00:00:00,13,en,060686FEHA,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF HAMBURG,UNIVERSITY OF BOLOGNA,UNIVERSITY OF HAMBURG,,,,,,Good,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very strong,,Yes,,,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Agree,Agree,No,No,,,,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good
2271,1980-01-01 00:00:00,13,en,060885TEMI,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,GHENT UNIVERSITY,UNIVERSITY OF HAMBURG,,,,,,Good,Excellent,Good,Excellent,Good,Good,,,,Excellent,Excellent,,,,Excellent,,,,Good,Good,,Good,,Adequate,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Excellent,,,,Good,Excellent,Good,,Agree,Agree,Agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,,Yes,,,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Agree,Agree,Agree,Agree,Yes,Yes,,Thesis supervision,,Excellent,Good,Good,Inadequate,Good,Good,Good,Excellent,Excellent,Good,Excellent,Good,Excellent
3662,1980-01-01 00:00:00,13,en,060968AyHa,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,ERASMUS UNIVERSITY ROTTERDAM,,,,,,,Excellent,Excellent,Very inadequate,Excellent,,Excellent,Very inadequate,Good,Good,Good,Very inadequate,Good,Adequate,,,Inadequate,Good,Adequate,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,Excellent,Good,Inadequate,Excellent,,Good,Excellent,Excellent,Excellent,Very inadequate,,Excellent,,,,,,,Good,Excellent,,"This is very important !!! For students who have at least families ( NOT Partners ), they should be allowed to accompany their families during their stay for study. I was deprived that right because both Universities` rules do not allow that. Studying a Master course abroad should NOT undermine family integration values for students.",Strongly agree,Agree,Neutral,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Adequate,He / She has to do it personally in writing.,,,,Good,Good,Good,Good,,,Strongly agree,Agree,Neutral,Strongly disagree,Yes,No,,"1.)Bibliothek at the University of Bologna, Italy. Student Access to resources is very difficult there.  2.)Visa for family should be endorsed by the Universities and the program. 3.)Transport for students in Rotterdam should be provided at some discounted rates.",Please provide for EMLE graduates some advice about possible interested Universities in this discipline to apply further for a PhD in the same field.,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,No answer,No answer,Good,Good,No answer
3385,1980-01-01 00:00:00,13,en,061186jusa,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,UNIVERSITY OF BOLOGNA,UNIVERSITY OF HAMBURG,,,,,,Very inadequate,,,Good,,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,,,Adequate,,Inadequate,Inadequate,Inadequate,Inadequate,Very inadequate,,,,Very inadequate,Very inadequate,Inadequate,Inadequate,Inadequate,Adequate,Adequate,Good,Adequate,Good,Good,Good,Good,Good,Adequate,Good,Good,Adequate,Adequate,Adequate,Good,Good,Good,Adequate,Adequate,Inadequate,Very inadequate,Very inadequate,Adequate,Adequate,Adequate,Adequate,Very inadequate,Very inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Adequate,Good,Good,Very inadequate,,Neutral,Neutral,Disagree,"Yes, all universities do",Yes,Yes,No,Yes,No,Yes,No,Adequate,,,,,Good,Good,Good,Good,Good,Very inadequate,Agree,Agree,Agree,Disagree,Yes,Yes,,,,Good,Good,Inadequate,Very inadequate,Inadequate,Adequate,Adequate,Inadequate,Good,Inadequate,Adequate,Very inadequate,Very inadequate
2437,1980-01-01 00:00:00,13,en,061279BERE,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,UNIVERSITY OF BOLOGNA,ERASMUS UNIVERSITY ROTTERDAM,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very strong,He would contact the course coordinator.,Yes,The consortium focusses very much on the recommendations of students.,The student feedback channel is nearly perfect.,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Feedback by students and improvement of academic quality of the program.,Handling of conflicts between students.,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
638,1980-01-01 00:00:00,13,en,070512TMHC,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF HAMBURG,UNIVERSITY OF BOLOGNA,UNIVERSITY OF VIENNA,,,,,,Adequate,,,Adequate,,,,,Good,Good,,,Adequate,,,,,,Good,,,Good,,,,,Good,Good,Good,Excellent,Good,Good,,Good,Good,Good,Good,Adequate,,Excellent,Excellent,Excellent,Excellent,Excellent,,Good,Good,Good,Good,Good,Good,Adequate,Adequate,Adequate,Good,,Good,Excellent,Excellent,Good,Good,,Good,Good,Adequate,Excellent,,Agree,Agree,Agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,Either through the student representative who would bring it up at the next meeting or by sending an email.,Yes,,None. The feedback channels work well enough.,Good,Good,Good,Good,Excellent,Excellent,Strongly agree,Agree,Strongly agree,Agree,Yes,Yes,,,,Good,Good,Good,No answer,No answer,Excellent,Good,Good,Good,Good,Good,Good,Good
3109,1980-01-01 00:00:00,13,en,070781elca,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,UNIVERSITY OF HAMBURG,UNIVERSITY OF AIX-MARSEILLE III PAUL CÉZANNE,,,,,,Good,,Inadequate,Adequate,,Inadequate,Adequate,Adequate,Adequate,Inadequate,,Inadequate,,,Excellent,,,Good,,,,,,,,,,Good,Good,Good,Inadequate,Inadequate,,,,,Inadequate,,,,,,,,,Very inadequate,Very inadequate,Inadequate,Adequate,Very inadequate,Inadequate,,,,,,,,,,,,,Very inadequate,,,"I think we should have had the opportunity to have a formal contact with the faculty before/at the begining of the course, which didn't happen. Some guided tours of the places where classes would take place and possible studying locations would have been adequate also.",Strongly agree,Agree,Strongly agree,Somewhat (weak or unclear systems),Yes,No,No,No,No,No,No,Weak,"I'm not sure. At my current university, we can talk to our course coordinator, but I'm not sure whether there are other available ways of doing so, or if our course coordinator can solve every problem we might have.",,I don't know what were the students' recommendations so far.,"Mainly clarification on what those channels re and how can we resort to them. I think that class representatives should have a greater impact and that their opinions (and the ones they deliver from other students) should be listened often, and not only at a specific time and place.",Adequate,Good,,Adequate,,,Neutral,Agree,,Agree,No,No,,"More information on communication channels when the students have specific problems concerning the course itself, more timely information concerning the following universities we will attend and more information on what to see and do in each of the cities we will have the opportunity to live in.",,Adequate,Inadequate,Good,No answer,Inadequate,Adequate,Good,,,,Good,Excellent,No answer
